cluster_name,string
num_tokens,integer
allocate_tokens_for_keyspace,boolean
allocate_tokens_for_local_replication_factor,integer
initial_token,string
hinted_handoff_enabled,boolean
hinted_handoff_disabled_datacenters,object
max_hint_window,time<ms>
hinted_handoff_throttle,size<KiB>
max_hints_delivery_threads,integer
hints_directory,path
hints_flush_period,time<ms>
max_hints_file_size,size<MiB>
max_hints_size_per_host,size<MiB>
auto_hints_cleanup_enabled,boolean
transfer_hints_on_decommission,boolean
hints_compression,enum<LZ4|Snappy|Deflate|None>
hint_window_persistent_enabled,boolean
batchlog_replay_throttle,time<ms>
authenticator,enum<LZ4|Snappy|Deflate|None>
authorizer,enum<AllowAllAuthorizer|CassandraAuthorizer>
role_manager,enum<SimpleRoleManager|CassandraRoleManager>
network_authorizer,enum<AllowAllNetworkAuthorizer|CassandraNetworkAuthorizer>
traverse_auth_from_root,boolean
roles_validity,enum<SimpleRoleManager|CassandraRoleManager>
roles_update_interval,time<ms>
roles_cache_active_update,boolean
permissions_validity,time<ms>
permissions_update_interval,time<ms>
permissions_cache_active_update,boolean
credentials_validity,time<ms>
credentials_update_interval,time<ms>
credentials_cache_active_update,boolean
partitioner,string
data_file_directories,array<path>
local_system_data_file_directory,path
commitlog_directory,path
cdc_enabled,boolean
cdc_raw_directory,path
disk_failure_policy,enum<die|stop_paranoid|stop|best_effort|ignore>
commit_failure_policy,enum<die|stop|stop_commit|ignore>
prepared_statements_cache_size,integer
key_cache_size,size<MiB>
key_cache_save_period,time<ms>
key_cache_keys_to_save,integer
row_cache_class_name,string
row_cache_size,size<MiB>
row_cache_save_period,time<ms>
row_cache_keys_to_save,integer
counter_cache_size,integer
counter_cache_save_period,time<ms>
counter_cache_keys_to_save,integer
saved_caches_directory,path
cache_load_timeout,time<ms>
commitlog_sync_batch_window_in_ms,time<ms>
commitlog_sync_group_window,time<ms>
commitlog_sync,unknown
commitlog_sync_period,time<ms>
periodic_commitlog_sync_lag_block,time<ms>
commitlog_segment_size,size<MiB>
commitlog_compression,enum<None|Snappy|Deflate|LZ4>
table,string
flush_compression,enum<LZ4|Snappy>
seed_provider,enum<None|SimpleSeedProvider>
concurrent_reads,integer
concurrent_writes,integer
concurrent_counter_writes,integer
concurrent_materialized_view_writes,integer
networking_cache_size,size<MiB>
file_cache_enabled,boolean
file_cache_size,size<MiB>
buffer_pool_use_heap_if_exhausted,boolean
disk_optimization_strategy,enum<ssd|hdd|auto>
memtable_heap_space,size<MiB>
memtable_offheap_space,size<MiB>
memtable_cleanup_threshold,float
memtable_allocation_type,enum heap_buffers|offheap_objects>
repair_session_space,size<MiB>
concurrent_merkle_tree_requests,integer
commitlog_total_space,size<MiB>
memtable_flush_writers,integer
cdc_total_space,size<MiB>
cdc_free_space_check_interval,time<ms>
index_summary_capacity,size<MiB>
index_summary_resize_interval,time<ms>
trickle_fsync,boolean
trickle_fsync_interval,size<KiB>
storage_port,port
ssl_storage_port,port
listen_address,hostname
listen_interface,rString
listen_interface_prefer_ipv6,boolean
broadcast_address,hostname
listen_on_broadcast_address,boolean
internode_authenticator,enum<AllowAllAuthenticator|PasswordAuthenticator>
start_native_transport,boolean
native_transport_port,port
native_transport_port_ssl,boolean
native_transport_max_threads,integer
native_transport_max_frame_size,size<B>
native_transport_max_concurrent_connections,integer
native_transport_max_concurrent_connections_per_ip,integer
native_transport_allow_older_protocols,boolean
native_transport_idle_timeout,time<ms>
native_transport_rate_limiting_enabled,boolean
native_transport_max_requests_per_second,integer
rpc_address,hostname
rpc_interface,rString
rpc_interface_prefer_ipv6,boolean
broadcast_rpc_address,hostname
rpc_keepalive,boolean
internode_socket_send_buffer_size,size<KiB>
internode_socket_receive_buffer_size,size<KiB>
incremental_backups,boolean
snapshot_before_compaction,boolean
auto_snapshot,boolean
auto_snapshot_ttl,time<h>
snapshot_links_per_second,integer
column_index_size,size<KiB>
column_index_cache_size,size<KiB>
concurrent_compactors,integer
concurrent_validations,integer
concurrent_materialized_view_builders,integer
compaction_throughput,size<MiB>
sstable_preemptive_open_interval,time<ms>
uuid_sstable_identifiers_enabled,boolean
stream_entire_sstables,boolean
entire_sstable_stream_throughput_outbound,size<MiB/s>
entire_sstable_inter_dc_stream_throughput_outbound,size<MiB/s>
stream_throughput_outbound,size<MiB/s>
inter_dc_stream_throughput_outbound,size<KiB/s>
read_request_timeout,time<ms>
range_request_timeout,time<ms>
write_request_timeout,time<ms>
counter_write_request_timeout,time<ms>
